Sentença	Id	Index	Granularidade	Documento
PF aprende milhares de cédulas falsas em São José do Rio Preto SP	470	0	0	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
469	470	-1	1	PF aprende milhares de cédulas falsas em São José do Rio Preto SP
PF detém mulher transportando 40 mil dólares escondidos junto ao corpo	471	0	0	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
470	471	-1	1	PF detém mulher transportando 40 mil dólares escondidos junto ao corpo
Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia	472	0	0	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
471	472	-1	1	Polícia Federal deflagra Operação Investor para combater exploração ilegal de diamantes em terras indígenas em Rondônia
Polícia Federal deflagra Operação	473	0	0	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
Esquema Novo	473	1	0	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco	473	2	0	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
MT	473	3	0	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
472	473	-1	1	Polícia Federal deflagra Operação Esquema Novo para combater desvios de recursos públicos da Prefeitura Municipal de Rio Branco MT
PF combate desmatamento ilegal em reserva florestal no Acre.	474	0	0	PF combate desmatamento ilegal em reserva florestal no Acre .
473	474	-1	1	PF combate desmatamento ilegal em reserva florestal no Acre .
PF combate crime de moeda falsa em Vilhena RO	475	0	0	PF combate crime de moeda falsa em Vilhena RO
474	475	-1	1	PF combate crime de moeda falsa em Vilhena RO
PF deflagra operação para combater o tráfico de drogas sintéticas em Mato Grosso	476	0	0	PF deflagra operação para combater o tráfico de drogas sintéticas em Mato Grosso
475	476	-1	1	PF deflagra operação para combater o tráfico de drogas sintéticas em Mato Grosso
Polícia Federal e Instituto Médico Legal em Alagoas realizam trabalho conjunto de identificação de cadáveres enterrados sem reconhecimento	477	0	0	Polícia Federal e Instituto Médico Legal em Alagoas realizam trabalho conjunto de identificação de cadáveres enterrados sem reconhecimento
476	477	-1	1	Polícia Federal e Instituto Médico Legal em Alagoas realizam trabalho conjunto de identificação de cadáveres enterrados sem reconhecimento
PF deflagra Operação	478	0	0	PF deflagra Operação Olhos Abertos de combate à disseminação de pornografia infantil pela internet
Olhos Abertos de combate à disseminação de pornografia infantil pela internet	478	1	0	PF deflagra Operação Olhos Abertos de combate à disseminação de pornografia infantil pela internet
477	478	-1	1	PF deflagra Operação Olhos Abertos de combate à disseminação de pornografia infantil pela internet
PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim	479	0	0	PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim
478	479	-1	1	PF deflagra operação para combater crimes de moeda falsa em Passo Fundo e Erechim
PF e autoridades francesas combatem comércio ilegal de caça na fronteira do Amapá	480	0	0	PF e autoridades francesas combatem comércio ilegal de caça na fronteira do Amapá
479	480	-1	1	PF e autoridades francesas combatem comércio ilegal de caça na fronteira do Amapá
PF apreende 250 kg de cocaína no Mato Grosso	481	0	0	PF apreende 250 kg de cocaína no Mato Grosso
480	481	-1	1	PF apreende 250 kg de cocaína no Mato Grosso
PF investiga homem que tem se passado por policial federal fazendo uso indevido de símbolos da corporação	482	0	0	PF investiga homem que tem se passado por policial federal fazendo uso indevido de símbolos da corporação
481	482	-1	1	PF investiga homem que tem se passado por policial federal fazendo uso indevido de símbolos da corporação
PF apreende droga enviada pelos Correios em Petrolina PE	483	0	0	PF apreende droga enviada pelos Correios em Petrolina PE
482	483	-1	1	PF apreende droga enviada pelos Correios em Petrolina PE
PF investiga autores de roubos a diversas agências dos Correios ocorridos no ano de 2020	484	0	0	PF investiga autores de roubos a diversas agências dos Correios ocorridos no ano de 2020
483	484	-1	1	PF investiga autores de roubos a diversas agências dos Correios ocorridos no ano de 2020
Polícia Federal apreende 2, 6 kg de skunk na fronteira com o Uruguai	485	0	0	Polícia Federal apreende 2 , 6 kg de skunk na fronteira com o Uruguai
484	485	-1	1	Polícia Federal apreende 2 , 6 kg de skunk na fronteira com o Uruguai
PF, em ação conjunta, apreende veículo carregado com cigarros e agrotóxicos em Itaipulândia PR	486	0	0	PF , em ação conjunta , apreende veículo carregado com cigarros e agrotóxicos em Itaipulândia PR
485	486	-1	1	PF , em ação conjunta , apreende veículo carregado com cigarros e agrotóxicos em Itaipulândia PR
Polícia Federal deflagra operação contra tráfico de drogas em Mato Grosso e em São Paulo	487	0	0	Polícia Federal deflagra operação contra tráfico de drogas em Mato Grosso e em São Paulo
486	487	-1	1	Polícia Federal deflagra operação contra tráfico de drogas em Mato Grosso e em São Paulo
PF, em ação conjunta, apreende armas e munições em Santa Cruz do Capibaribe PE	488	0	0	PF , em ação conjunta , apreende armas e munições em Santa Cruz do Capibaribe PE
487	488	-1	1	PF , em ação conjunta , apreende armas e munições em Santa Cruz do Capibaribe PE
Polícia Federal prende acusado de homicídio e de integrar facção criminosa no RN	489	0	0	Polícia Federal prende acusado de homicídio e de integrar facção criminosa no RN
488	489	-1	1	Polícia Federal prende acusado de homicídio e de integrar facção criminosa no RN
Polícia Federal extradita estrangeiro procurado pela Interpol por crimes investigados no México	490	0	0	Polícia Federal extradita estrangeiro procurado pela Interpol por crimes investigados no México
489	490	-1	1	Polícia Federal extradita estrangeiro procurado pela Interpol por crimes investigados no México
Polícia Federal faz operação no Porto do Açu, em Campos dos Goytacazes RJ	491	0	0	Polícia Federal faz operação no Porto do Açu , em Campos dos Goytacazes RJ
490	491	-1	1	Polícia Federal faz operação no Porto do Açu , em Campos dos Goytacazes RJ
Polícia Federal deflagra Operação que visa investigar atos de corrupção em órgãos de proteção ambiental no Amapá	492	0	0	Polícia Federal deflagra Operação que visa investigar atos de corrupção em órgãos de proteção ambiental no Amapá
491	492	-1	1	Polícia Federal deflagra Operação que visa investigar atos de corrupção em órgãos de proteção ambiental no Amapá
Polícia Federal investiga fraudes na compra de Equipamentos de Proteção Individual - EPIs no Acre	493	0	0	Polícia Federal investiga fraudes na compra de Equipamentos de Proteção Individual - EPIs no Acre
492	493	-1	1	Polícia Federal investiga fraudes na compra de Equipamentos de Proteção Individual - EPIs no Acre
PF investiga organização criminosa que praticava crimes com o objetivo de liberar presos condenados pela Justiça	494	0	0	PF investiga organização criminosa que praticava crimes com o objetivo de liberar presos condenados pela Justiça
493	494	-1	1	PF investiga organização criminosa que praticava crimes com o objetivo de liberar presos condenados pela Justiça
Polícia Federal combate disseminação de pornografia infantil na rede mundial de computadores	495	0	0	Polícia Federal combate disseminação de pornografia infantil na rede mundial de computadores
494	495	-1	1	Polícia Federal combate disseminação de pornografia infantil na rede mundial de computadores
Polícia Federal localiza menor raptada em Valparaíso de Goiás	496	0	0	Polícia Federal localiza menor raptada em Valparaíso de Goiás
495	496	-1	1	Polícia Federal localiza menor raptada em Valparaíso de Goiás
Polícia Federal, Receita Federal e IBAMA fiscalizam contêineres no Porto de Paranaguá	497	0	0	Polícia Federal , Receita Federal e IBAMA fiscalizam contêineres no Porto de Paranaguá
496	497	-1	1	Polícia Federal , Receita Federal e IBAMA fiscalizam contêineres no Porto de Paranaguá
PF fecha rádio clandestina em Cordovil	498	0	0	PF fecha rádio clandestina em Cordovil
497	498	-1	1	PF fecha rádio clandestina em Cordovil
PF investiga possível prática de crimes ambientais relacionados ao garimpo ilegal em Rondônia	499	0	0	PF investiga possível prática de crimes ambientais relacionados ao garimpo ilegal em Rondônia
498	499	-1	1	PF investiga possível prática de crimes ambientais relacionados ao garimpo ilegal em Rondônia
PF, em ação integrada, apreende um veículo carregado com aproximadamente 5 mil maços de cigarros contrabandeados	500	0	0	PF , em ação integrada , apreende um veículo carregado com aproximadamente 5 mil maços de cigarros contrabandeados
499	500	-1	1	PF , em ação integrada , apreende um veículo carregado com aproximadamente 5 mil maços de cigarros contrabandeados
